pl_orbper,pl_orbsmax,pl_orbeccen,pl_trandur,pl_trandep,pl_imppar,pl_eqt,pl_insol,pl_bmasse,st_teff,st_rad,st_mass,st_met,st_logg,sy_dist,pl_rade
440.7813,1.19671,0.0,21.268,0.2209,0.212,308.0,2.9,33.6,6340.0,1.24,1.07,-0.38,4.16,1274.01,6.4
112.3053,0.409,0.04,5.62,0.05021,0.22,241.0,0.66,2.36,4402.0,0.598,0.609,-0.37,4.673,365.965,1.34
1.4520527,0.02122,0.0,1.5088724,0.0393,0.255404,976.4,266.85,2.0,4115.0,0.614,0.6045,0.012,4.64,32.4778,1.19880592
7.138048,0.0824,0.0,2.52,0.21,0.05,741.4,50.35,15.68,4975.0,0.787,0.83,0.0,4.4,154.961,3.53
1.973760926,0.025,0.0,1.82916,3.02224,0.286,753.0,163.862,,4739.0,0.71,0.77,-0.02,4.62,642.051,13.02
66.65062,0.288,0.02,5.59,0.05106,0.56,308.0,2.15,5.22,4551.0,0.68,0.707,0.0,4.629,304.0,2.14
5.8416366,0.0521,0.33,1.8734,0.13363,0.25,606.0,14.8,4.66,3740.0,0.48,0.498,-0.08,4.774,167.0,2.0
7.24599,0.0888,0.325,2.854,0.1528,0.9521,1677.0,1192.0,4096.80816623,6264.0,2.738,1.765,0.342,3.81,225.643,11.67975789
3.855603551,0.0505,0.0,3.20969,1.74707,0.0007,1212.0,456.703,,5849.0,1.06,1.03,0.04,4.41,1257.16,13.88
2.36902,0.03359,0.16,2.3088,0.0287,0.44,1366.0,592.0,7.3418362,5420.0,0.92,0.901,0.033,4.465,138.671,1.70824866
2.152175,0.03144,0.0054,1.78824,1.646,0.749,1311.0,492.0,295.89973,5180.0,0.866,0.895,0.12,4.514,153.242,12.116929
21.05704,0.1536,0.22,4.638,0.10069865,0.52,886.0,97.0,15.2,6327.0,1.296,1.091,-0.311,4.252,109.353,4.35
3.40883495,0.0442,0.0,3.2388,1.3396,0.228,1456.0,695.65,282.54945382,6084.0,1.083,0.993,-0.2,4.37,348.494,13.66374747
2.827972,0.048,0.0,2.62,1.4846,0.74,1991.0,2620.0,1153.71711741,7437.0,1.47,1.6,-0.11,4.26,437.855,18.38272835
8.027680595,0.0787,0.0,3.1401,0.87254,0.5635,824.0,153.497,63.3,5535.0,0.93,0.96,0.12,4.49,1351.17,9.3
81.0659,0.386,0.012,3.001,0.0453,0.963,511.0,18.78,4.1,6174.0,1.302,1.165,-0.0731,4.274,1020.72,3.49
27.4029,0.187,0.03,6.8491,0.07899,0.278,734.0,79.765,5.9,6174.0,1.302,1.165,-0.0731,4.274,1020.72,3.72
19.850291,0.118,0.33,2.8407,0.16075,0.26,403.0,2.9,5.02,3740.0,0.48,0.498,-0.08,4.774,167.0,2.09
13.4845,0.117,0.015,5.0575,0.06751,0.41,929.0,205.404,10.9,6174.0,1.302,1.165,-0.0731,4.274,1020.72,3.47
34.14211,0.169,0.33,2.945,0.0788,0.34,337.0,1.41,2.96,3740.0,0.48,0.498,-0.08,4.774,167.0,1.53
63.33627,0.255,0.33,3.6,0.0983,0.55,274.0,0.62,3.89,3740.0,0.48,0.498,-0.08,4.774,167.0,1.8
3.409264,0.048,0.0,3.1176,1.23,0.29,1540.0,918.3877,286.047,6600.0,1.19,1.3,0.1,4.42,253.985,13.89916
2.85310198,0.0316,0.25,1.281,0.15471069,0.7,723.0,45.4,4.52,3707.0,0.516,0.519,0.12,4.727,22.4751,2.18
5.197576,0.0554,0.13,1.09,0.04374376,0.942,922.0,154.57,6.7,5291.0,0.866,0.833,-0.044,4.48,74.7969,2.64
5.051928,0.063,0.0,3.743,0.3602,0.55,1522.0,890.0,33.05415433,6300.0,1.578,1.3,0.0,4.14,484.852,10.31226224
3.208664,0.04882,,2.3,0.463,0.972,1927.0,2300.0,222.4798849,5991.0,2.168,1.507,0.373,3.943,229.067,16.14093221
5.20851,0.0603,0.047,5.7,,0.24,,,153.82972,5150.0,1.78,1.01,0.15,3.6,766.183,10.704595
2.96264036,0.03762,0.0,1.908,2.57,0.71,1171.0,269.8828,293.03926,5473.0,0.741,0.809,-0.49,4.606,281.742,12.823096
45.294301,0.241,0.136,6.8714,0.04768,0.3182,579.0,18.3,11.29,5708.0,1.065,0.91,-0.15,4.344,185.506,2.355
3.1774835,0.04469,0.0,2.9842,1.1565,0.328,1458.0,753.9,232.01473711,6060.0,1.112,1.178,0.237,4.416,301.676,13.04725353
15.3444,0.128,0.0,7.5729251,0.0665,0.312316,917.46,126.052,34.4,5626.0,1.7457,1.1832,0.409,4.025,198.007,5.33275337
82.6869,0.349,0.25,7.54,0.65295765,0.39,347.0,3.3159,959.84178914,5170.0,0.81,0.89,0.16,4.57,216.056,6.8
6.569188,0.068,0.0,3.81,1.557,0.42,962.0,204.0,295.58041851,5585.0,1.06,0.96,0.1,4.4,347.917,13.56286665
12.8747099,0.1143,0.131,2.288,0.38607,0.979,1000.0,158.285,908.96,5977.0,1.38,1.198,0.25,4.242,1222.54,12.67
5.33408384,0.0679,0.119,6.178,0.51061,0.082,1776.0,1682.66,896.24,6360.0,2.26,1.46,-0.01,3.892,1878.31,16.25
4.3888497,0.04944,0.173,2.98848,2.49645478,0.172,1003.0,192.2328,82.95363,5099.0,0.812,0.837,0.05,4.539,362.273,13.22662
15.466805,,,3.39,0.238,0.77,735.0,33.0649,26.3,5698.0,0.99,0.87,-0.21,4.38,268.515,5.55
1.6255222,0.0265,0.0,2.38785,0.7969,0.076,1579.0,1137.124,78.8,5963.0,1.16,1.11,0.15,4.36,938.715,10.58
15.1454693,0.087735044,,2.5830151,0.49553043,,337.47,2.1473,11.5,3272.0,0.401575,0.392935,,4.82521,55.5211,3.4095367
369.0,,,13.007,,0.31,335.0,2.1,12.0,6320.0,1.273,1.16,-0.1,4.294,106.289,4.92
16.20166,0.117,0.0,2.9048422,0.0885,0.424372,581.75,26.5,14.8,5106.0,0.7827,0.8208,-0.03,4.562,28.2938,2.34302132
9.113678,0.0793,,3.0948,,0.355,800.0,,5.69,5266.0,0.788,0.798,-0.2,4.54,32.1585,2.2
3.8795105,0.0502,0.13,3.799,1.148,0.1,1451.0,740.0,193.87532827,6020.0,1.256,1.121,0.146,4.292,420.123,14.67255574
8.15275,0.0439,0.0,1.386,1.6536,0.011,305.0,4.314,2.1,3157.0,0.21,0.18,0.27,4.92504,127.201,1.25
4.871229,0.0301,0.0,1.2287,0.6462,0.0,341.0,9.177,6.85,3157.0,0.21,0.18,0.27,4.92504,127.201,2.51
52.501129,0.301,0.5134,14.9066,0.09467,0.503,812.0,97.846,1719.4603,4995.0,4.06,1.32,-0.07,3.345,848.023,12.834305
3.8922295,0.0522,0.15,2.945,0.64,0.806,1585.0,1053.0,330.54154328,6060.0,1.53,1.25,0.208,4.163,480.155,13.34989601
0.926118,0.018,0.0,1.26,0.0221,0.826,2141.0,3474.0,7.42,5596.0,1.13,0.9,-0.07,4.4,63.6796,1.72
13.475853,0.0943,0.0,2.37,0.07089462,0.679,493.0,10.1838,4.23,4026.0,0.607,0.616,-0.47,4.45,20.1852,1.71
1.682795,0.02946,0.0,3.0314666,0.765,0.604,2049.54,4170.0965,692.8694,6450.0,1.627,1.204,,4.32,298.392,15.524465
2.4855335,0.0308,,2.7385746,1.177,,2034.0,4135.4482,1430.175,6933.0,1.53,1.52,-0.05,4.25,1627.63,18.046
3.290314,0.0327,0.0,1.7505,1.35526,0.553,540.0,6.01,35.3,3768.0,0.552,0.541,0.269,4.685,258.979,6.59
2.29840551,0.02996,0.041,2.0868,3.08320537,0.212,1027.8,184.8,230.10892,4508.0,0.6701,0.6785,-0.059,4.615,202.152,12.016048
10.655669,0.1166,0.195,7.838,0.1877,0.35,1595.0,997.8085,1531.93292174,7360.0,2.36,1.859,0.094,3.962,285.289,11.14172682
6.1406325,0.064,0.25,3.407,0.24694322,0.29,1136.78,240.6761,23.66,5715.0,1.082,0.901,-0.27,4.32,156.53,5.62
3.585287,0.04888,0.0,2.705,0.02137,0.587,1552.0,989.7,3.55,6354.0,1.258,1.204,0.025,4.3,31.964,2.004
2.984151,0.0217,0.0,1.0304,0.2598,0.001,401.0,17.657,3.12,3157.0,0.21,0.18,0.27,4.92504,127.201,1.58
5.148921,0.0403,0.0,0.8832,0.2355,0.705,436.0,3.307,2.39,3359.0,0.24,0.22,-0.3,5.03245,96.339,1.35
4.86784,0.04341,,1.62,0.098,0.64,,,3.2,3655.0,0.455,0.461,,4.77,75.1703,1.603
542.07975,,,18.998,0.5,0.227,294.0,1.24,12.0,6320.0,1.273,1.16,-0.1,4.294,106.289,9.2
2.77596727,0.0413,0.0462,3.0624,1.3613,0.22,1566.0,1597.59,1341.56043,6140.0,1.158,1.218,0.17,4.396,226.637,14.68376472
2.91625,0.04383,0.0133,3.28681,0.72577025,0.679,1740.0,1978.5245,270.462,5653.0,1.756,1.32,0.46,4.07,246.81,14.258
2.71866,0.0394,0.0,2.424,1.1,,1388.0,616.33,835.8929,6140.0,0.95,0.72,-0.13,4.4,275.994,10.76064
3.5819194,0.04,0.041,2.231,3.685,0.499,725.0,45.2,788.21444936,3794.0,0.63,0.61,0.52,4.64,189.011,13.67495645
3.4678796,0.0479,0.0,2.929,0.477,0.821,1499.0,391.83,165.27077164,5820.0,1.64,1.26,0.27,4.09,683.062,13.60770257
4.08605,0.0546,0.0,4.5024,0.67,0.48,1569.7,1434.7739,746.9005,6600.0,1.76,1.33,-0.31,4.3,500.258,15.6926
3.71495,0.0474,0.0,4.0272,1.262,0.096,1457.0,698.148,117.91493,5738.0,1.315,1.029,0.025,4.214,281.498,14.403565
18.801,0.14,0.0425,4.4632032,0.04706732,0.37,737.0,48.4771,6.07,5770.0,0.968,1.022,0.07,4.47,84.5362,2.639
2.8717518,0.0455,0.0,4.644,0.716,0.102,2085.0,3152.0,375.0394,6670.0,1.908,1.524,0.09,4.0599,321.376,17.59813
12.46103,0.098,0.0,3.3195777,0.20781426,0.15,633.0,28.3588,9.9,4850.0,0.731,0.78,0.2,4.6,32.5686,3.29
3.21222,0.0414,0.02,2.653,1.1,0.466,1463.0,325.569,785.0401,5302.0,1.11,1.13,0.24,4.36,81.7647,12.89035
14.893291,0.1206,0.478,3.5,0.64,0.8,804.0,,100.11645,5695.0,1.07,1.056,0.2,4.398,158.335,9.494023
7.57686,,0.0,2.23,0.0289,,629.0,13.8,4.0,3770.0,0.5066,0.48,-0.16,4.72,10.454,0.88
2.35309,0.03385,0.048,2.01,,0.419,1157.0,486.0,3.1,5356.3,0.863,0.935,0.14,4.54,202.585,1.51
8.747818,,,3.4272,0.1449,,840.29,117.826,12.4,5525.0,0.887267,0.95109,0.09,4.55,214.753,3.55790985
33.6727,0.1979,0.05,8.2267,0.01709,0.806,661.0,45.09,8.07,5649.18,1.467,1.02,-0.1651,4.091,241.949,2.764
1.5089557,0.02752,0.0,2.373,1.92654,0.35,1898.0,2852.63,327.35,5950.0,1.11,0.95,-0.3,4.25,787.909,16.7
7.713057,0.0787,0.32,2.47,0.07284849,,1060.0,219.2841,379.0,5991.0,1.08,1.094,0.0,4.46,58.5146,3.0
18.18424,0.134,0.67,3.696,0.9343,0.811,833.0,20.0861,235.19302118,5463.0,1.01,0.97,0.36,4.416,320.527,10.98480109
7.073076,0.073,0.0,3.9825962,0.0439,0.425537,1099.79,329.6,12.3,5636.0,1.4286,1.0373,0.148,4.142,88.9482,3.18175535
12.214286,,,4.8876935,0.16701311,,808.37,100.9112,24.8,5643.77,1.09457,1.0,0.415,4.35958,197.243,5.351
11.815007,0.105,0.0,2.556,0.09843,0.01,762.0,96.513,13.1,5746.0,1.189,1.073,0.332,4.325,489.141,3.68
2.59261842,0.02709,0.029,1.48,7.821,0.511,604.0,13.8883,211.35589065,3388.8,0.3697,0.3939,0.264,4.8976,72.811,11.39953337
11.922,0.1045,0.0,4.932,0.00432,0.1852,856.0,272.838,1.41,6004.0,1.092,1.071,0.07,4.4,486.546,1.11
8.703,0.0847,0.0,4.807,0.0032,0.0865,951.0,415.545,0.229,6004.0,1.092,1.071,0.07,4.4,486.546,0.668
2.350621,0.03493,0.028,2.48856,1.594,0.29,1413.4,570.233,1000.21101,5587.0,0.96,1.026,0.268,4.484,279.485,12.767051
4.31768,0.0524,0.04,2.1024,1.3,0.904,1250.0,229.962,177.9848,5700.0,0.91,0.96,-0.02,4.5,132.096,11.209
1.84683,0.0315,0.0,2.7883,1.1,0.511,2020.0,1845.3,772.3269,6400.0,1.44,1.62,0.0,4.25,231.161,15.91678
12.58242,0.1027,0.03,6.3287,0.01187,0.789,917.0,167.41,4.88,5649.18,1.467,1.02,-0.1651,4.091,241.949,2.056
110.979,0.4757,0.0,12.388,0.01502,0.2964,458.0,9.096,3.71,5884.0,1.485,1.166,0.2,4.15,917.477,1.75
3.6001053,0.04178,0.16,2.0452,0.00275,0.4,938.0,225.735,0.0374,5046.0,0.752,0.758,-0.55,4.5625,36.4396,0.403
4.5458841,0.04881,0.31,1.7367,0.0044,0.42,868.0,165.73,0.0793,5046.0,0.752,0.758,-0.55,4.5625,36.4396,0.497
14.70886,0.113,0.07,3.6,0.50479326,0.51,650.0,30.0,38.15,4960.0,0.83,0.88,0.37,4.54,177.504,6.18
8.4388385,0.0881,,2.34,0.1095,0.33,653.0,45.7572,5.52,4841.0,0.69,0.77,-0.06,4.65,123.438,2.21
6.2463475,0.0668,0.081,4.2559,1.248,0.147,1250.0,402.0,35.59678158,6080.0,1.213,1.018,-0.108,4.28,362.087,14.78464554
15.923475568,0.124695,0.0,4.4904,0.0493,0.37,750.83,71.8,6.1,5712.0,1.08,1.02,-0.121,4.335,73.8713,2.857
34.976145,0.193,0.22,2.97,0.1004,0.839,469.0,8.03,23.5,4869.0,0.77,0.776,-0.09,4.51,59.7117,2.62
2.0180231,0.03144,0.0,2.12304,1.559,0.569,1488.0,818.5,721.47048389,5609.0,0.952,1.016,0.148,4.487,217.193,12.97999965
5.13967,0.0553,0.0,1.04,0.07695997,0.956,971.0,145.0,9.4,5230.0,0.82,0.876,0.03,4.5,110.513,3.04
9.1751,0.0916,0.29,7.169,0.058,0.848,1586.0,293.374,155.7367,4840.0,3.85,1.08,-0.01,3.297,609.818,14.5717
7.743493,0.0696,0.1,2.7852,0.00513,0.29,727.0,81.344,0.1,5046.0,0.752,0.758,-0.55,4.5625,36.4396,0.546
6.189392,0.06,0.18,2.2112,0.00475,0.53,783.0,109.638,0.2,5046.0,0.752,0.758,-0.55,4.5625,36.4396,0.53
9.740486,0.0811,0.29,1.6909,0.00756,0.79,673.0,59.915,0.332,5046.0,0.752,0.758,-0.55,4.5625,36.4396,0.741
19.562307,0.126,,5.808,0.135,0.02,455.0,10.9555,7.27,4455.0,0.676,0.7,0.113,4.625,99.9293,2.6
4.6615983,0.0678,0.39,4.241,1.1972,0.476,1666.0,1286.0,138.25535705,6850.0,1.732,1.449,-0.1,4.2,360.408,18.97680433
15.57208,,,4.931,0.038,0.55,959.0,140.0,6.89,6320.0,1.273,1.16,-0.1,4.294,106.289,2.595
11.02454,0.07487,,2.32,0.19,0.37,734.0,48.3251,4.67,3655.0,0.455,0.461,,4.77,75.1703,2.003
2.354992,,,,,,,,2.17,5185.0,0.803827,0.834847,-0.05,4.46,134.591,1.27443657
15.66858,0.105,0.301,4.548,0.13933815,0.22,519.0,13.2931,4.8,4375.0,0.631,0.642,-0.29,4.42,23.9258,2.363
9.726618,0.094,,4.56,0.2692,0.57,979.0,85.0,44.9,5747.0,1.401,1.164,0.328,4.208,491.242,7.6
0.8831331,0.01714,0.0,1.618,0.20680675,0.17,1722.0,1466.0,30.3,5068.0,0.849,0.861,0.138,4.19,300.141,3.82
4.305,0.05548,0.0,3.5311266,0.6,0.37,1479.0,925.4935,174.8065,5900.0,1.17,1.19,-0.04,4.2,431.052,9.86392
39.7922622,0.2109,0.1,4.4474,0.06044,0.535,499.0,10.39,2.0,5357.0,0.789,0.79,-0.36,4.5667,63.9207,2.03
8.24662,0.0653,0.052,2.382,0.0909,0.26,520.0,11.5,5.0,3725.0,0.547,0.542,-0.21,4.8,27.1701,1.798
7.18886,,0.02,3.31,0.0246,0.3,1009.0,127.0,3.57,5277.0,0.89,0.74,-0.11,4.35,67.3975,1.54
1.0418777,0.0171,,1.2737667,0.04653854,0.31,1118.0,270.0682,2.15,3920.0,0.6,0.61,,4.67,41.7148,1.27
5.55149296,0.0665,0.0319,4.3032,0.7573,0.061,1391.0,624.0,1458.83238813,6426.0,1.338,1.268,0.138,4.287,96.5173,12.71098411
3.2797178,0.04435,0.15,3.6024,0.974,0.419,1529.0,908.9,349.6112477,5842.0,1.308,1.081,0.153,4.238,250.489,14.06727078
4.35301,0.05362,0.0,4.003,0.84,0.574,1531.0,617.309,114.4188,5950.0,1.37,0.72,0.0,4.06,227.537,13.67498
3.0927616,0.03781,0.0473,2.2271,2.525,0.299,1370.0,174.0323,1001.12,4675.0,0.698,0.75,0.03,4.627,140.998,12.106
2.1500082,0.03397,0.159,3.12048,2.216,0.083,1835.7,1841.0,216.1244,6001.0,1.367,1.132,-0.16,4.22,289.205,22.19382
988.88112,2.027,0.92,6.007,0.506,0.37,253.8,0.342,1322.16617312,5746.0,1.697,1.132,0.196,4.031,835.455,11.94877343
12.0999,0.1011,0.0,3.358,0.01655,0.14,807.0,100.37,2.21,5432.34,0.878295,0.95,0.026,4.52851,760.065,1.28938413
11.427548,0.094,0.0,4.565,0.05009,0.45,852.0,119.907,19.6,5711.0,1.349,0.818,-0.42,4.105,400.785,3.1
31.0033814,0.2037,0.0,5.204,0.06452,0.151,616.0,31.702,7.41,5718.0,0.97,0.97,-0.01,4.46,1651.25,2.63
8.275479,0.0831,0.32,3.755,0.651,,1080.0,130.93,953.485221,5808.0,1.236,1.118,0.32,4.303,557.733,9.86390302
5.0688,,,,,,533.0,,1.527,3437.0,0.483,0.48,-0.12,4.76,22.4467,1.13
6.0984882,0.0637,0.092,2.9815,0.00748,0.63,1004.0,169.8,0.76,5495.0,0.9164,0.929,0.07,4.446,282.563,0.821
26.321,0.174,0.001,5.1779232,0.08,0.42,658.0,26.4328,9.7,5770.0,0.968,1.022,0.07,4.47,84.5362,3.73591482
2.8126548,0.04024,0.471,2.8536,1.39940625,0.4,1437.0,614.5934,292.4036,5700.0,1.097,1.099,0.39,4.396,745.116,14.000041
4.463129,0.0577,0.123,3.0984,0.79838271,0.626,1458.0,1405.4798,156.684,6120.0,1.396,1.284,0.3,4.25,290.736,14.392
5.45298175,0.05963,0.0,2.1051,0.00941,0.811,904.0,162.65,0.437,5403.0,0.81,0.9,-0.06,4.57,249.343,0.8
4.445879936,0.0521,0.0,2.3816,0.04414,0.6496,1063.0,302.6,8.86,5918.0,0.865,0.956,-0.26,4.544,1494.3,2.92019781
56.228098,0.268,0.0,3.7,0.08627,0.86,366.0,4.315,6.85,4914.0,0.763,0.757,0.17,4.583,648.109,2.51
5.167228,0.065,0.0,5.9764524,0.3931,0.43,1665.0,1276.0,403.32424848,6050.0,2.112,1.36,0.0,3.9,483.675,14.44837612
1.01153624,0.01833,0.0,1.491,0.06406893,0.107,1329.0,791.0,6.26,4686.0,0.758,0.789,0.15,4.56,122.91,1.841
2.8786765,0.0408,0.0,2.3136,0.926,0.84,1620.0,471.142,731.009,5910.0,1.32,1.09,0.14,4.236,508.885,13.78707
5.095717,,,1.772,0.0714,0.636,643.0,28.5068,3.51,4938.0,0.631,0.478,-0.388,4.515,98.0152,1.692
2.78849,0.04073,0.0,2.9462464,1.2,0.425,1517.0,850.6754,311.4734,5960.0,1.12,1.04,0.24,4.37,303.336,13.56289
3.07634,0.04496,0.0,3.9016058,0.83,0.32,1713.0,1519.9645,406.8224,6200.0,1.57,1.27,0.01,4.15,211.553,15.6926
2.6278838,0.0344,0.3,1.2,0.07312083,0.903,1108.0,274.163,9.5,4850.0,0.773,0.778,-0.04,4.56,42.9052,2.46
57.29290009,0.2597,0.0,4.878,0.07736,0.1064,355.0,3.76,6.29,4806.0,0.729,0.709,-0.1,4.564,631.884,2.38685349
265.469335,0.791,0.0,10.184,0.11475,0.94,291.0,1.722,16.1,5796.0,1.037,0.831,-0.27,4.377,1160.63,4.15
1.645321,0.0286,0.0,2.772,1.931,0.379,1955.0,1816.48,233.92288,6124.0,1.254,1.156,0.016,4.303,559.068,17.295487
12.761418,0.067,0.24,1.2,0.12152496,0.75,314.6,1.62,0.95,3328.0,0.265,0.255,-0.24,5.25,12.21,0.93
1.33711647,0.02153,0.0,1.809816,3.3335,0.115,1344.0,,792.635,4645.0,0.776,0.743,0.02,4.53,181.374,14.056
5.34982412,0.06026,0.0,4.209,0.00888,0.858,1156.0,595.424,1.81,6050.0,1.21,1.14,0.13,4.33,807.812,1.19
96.9151496,0.37594,0.0,5.9964,0.08628,0.3107,325.0,2.339,5.82,5227.0,0.8,0.87,0.0,4.57,415.358,2.28
12.611906672,0.1058,0.0,5.1636,0.61056,0.5409,753.0,306.102,42.6,5559.0,0.89,0.92,-0.05,4.51,1979.25,7.37
39.721386,,,8.52,0.0741,0.273,,,12.9,5979.0,1.281115,1.110086,0.1,4.21,629.51,3.64229858
9.66857723,0.0854,0.0,2.3709,0.04117,0.2078,730.0,60.609,4.66,5636.0,0.96,0.99,0.13,4.47,530.765,2.0
5.94566534,0.0536,0.0,2.1737,0.04012,0.229,568.0,27.569,2.1,4002.0,0.57,0.6,-0.06,4.7,250.817,1.25
2.176423,0.0345,0.17,3.4392,0.8114683,0.2,1790.0,2054.7956,368.6828,5700.0,1.44,1.16,0.29,4.18,559.084,13.56289
15.337597,,,2.736,0.0683,0.412,590.88,14.2526,4.61,4756.0,0.6909,0.74,-0.372,4.698,19.5711,1.9892
4.1782745,0.0355,,1.675904,0.228,0.27,541.0,13.9295,5.08,3326.0,0.404,0.4,,4.893,37.3312,2.104
1.651144,0.02734,0.072,1.0272,0.92,0.994,1714.0,1423.0,464.98529,5640.0,1.088,0.998,0.143,4.364,199.581,11.43318
4.2042001,0.05412,0.092,2.78376,1.208,0.662,1367.0,355.909,292.72143,6214.0,1.126,1.1955,0.108,4.4121,609.838,14.022459
4.1117771,0.04632,,2.016,2.26,0.916,1111.0,268.7176,159.55066,5313.0,0.871,0.784,-0.31,4.452,325.377,16.47723
80.8720639,0.3577,0.0,11.114,0.36046,0.632,452.0,12.071,30.0,5692.0,0.96,0.98,0.04,4.47,1491.76,5.99
2.34478022,0.0337,,2.04,1.382,0.689,1422.0,680.0,508.528,5600.0,0.938,0.93,0.22,4.466,305.603,12.285064
1.7666957,0.0226,,1.4196682,0.08305083,0.3,764.0,57.0208,2.57,3499.0,0.46,0.49,,4.8,30.7947,1.41
7.76846622,0.0749,0.0,4.385,0.02178,0.353,841.0,126.203,4.08,5679.0,0.94,0.96,-0.02,4.47,868.017,1.85
6.36338574,0.064,0.041,2.74,0.23686952,0.014,891.0,110.0201,18.05,5100.0,0.84,0.87,0.27,4.5,121.84,4.058
12.779107,0.114,,4.6,0.3008,0.33,1040.0,374.462,73.0,6235.0,1.36,1.23,0.08,4.26,192.475,8.54
0.90720448719,,,0.9668435,0.078019,0.810103,982.91,154.97,2.95,3451.32,0.492584,0.490679,,4.2447,50.2408,1.52831855
10.45623256647,,,3.516496,0.07806368,0.436952,1147.1,283.9789,8.0,5271.39,0.997091,0.9,-0.09,4.46,182.104,2.75029559
20.33003,0.158,0.091,4.87,0.5936,0.725,906.0,49.5559,1036.12060682,6300.0,1.4,1.24,0.12,4.3,390.484,11.88151954
4.052037,0.0417,0.04,1.5605128,0.55124033,0.757,700.0,38.5441,30.8,3950.0,0.584,0.59,0.41,4.64,52.616,4.7
13.11881173651,0.1376,0.0,4.4753758,0.03772,0.467302,1768.0,2310.43,8.9,7746.12,1.57458,2.018,0.21,4.1006,225.181,2.92922558
4.25300773815,,,3.3953599,0.02611394,0.500661,1799.55,1740.9224,6.81,6302.74,1.45382,1.2,0.13,4.2335,177.759,2.50121142
4.37943587445,,,1.6504345,0.09696958,0.416858,845.78,120.936,6.32,4806.66,0.742779,0.81,,4.5422,113.387,2.3947209
8.60788713593,,,3.344179,0.05550622,0.461102,839.8,117.5495,6.16,5681.95,0.968149,0.97,,4.4989,93.7714,2.35859364
5.54519139676,,,2.2742603,0.04390186,0.59983,958.69,199.6326,4.92,5662.81,0.915519,1.0,,4.5252,158.526,2.06631784
9.73944854026,,,3.4986254,0.06417241,0.518328,710.98,60.3881,5.49,5078.2,0.833198,0.87,,4.5069,98.1848,2.20344362
10.05771848538,,,3.692482,0.486,0.443179,861.0,91.5488,40.7,5713.15,1.01477,1.003,,4.4321,102.637,7.17166228
5.12871907628,,,2.1590444,0.08094473,0.756859,951.0,426.7683,12.2,6011.66,1.14165,1.13,-0.0579,4.3447,294.015,3.53409617
5.83015366944,,,2.865684,0.131,0.455358,774.0,59.7261,7.7,4457.16,0.717414,0.7,,4.5865,114.421,2.68983343
8.80733882211,,,4.4337516,0.17,0.319878,1073.0,220.735,20.8,5829.42,0.985134,1.1,,4.3863,215.034,4.82401567
8.51460888787,,,3.9173097,0.326,0.270496,1000.0,166.575,34.6,5745.88,1.1849,1.078,,4.2607,263.386,6.51165317
3.77952125496,,,3.2904618,0.2761,0.284019,1294.0,466.528,32.5,5664.68,1.17554,1.03,,4.2582,184.015,6.28499593
10.86818410933,,,2.8568849,0.1553,0.497938,594.0,20.7383,9.58,4678.46,0.755833,0.74,,4.5776,79.5225,3.05823658
3.92880881576,,,1.7153279,0.04859763,0.497137,1123.44,376.4613,6.39,5434.91,0.986943,1.01,0.129,4.4138,257.93,2.4101112
4.2529913,0.0496,0.0,2.6216334,0.0758585,0.354559,1004.9,231.2034,6.4,5499.0,0.8521,0.9027,-0.049,4.531,172.138,2.40144286
9.23786144195,,,2.7438438,0.066,0.50881,757.0,54.6767,5.6,5554.02,0.848906,0.9027,-0.049,4.5315,172.138,2.22999162
7.1620097551,,,8.0974658,0.08,0.193425,1649.0,1230.42,27.1,6139.95,1.8109,1.2,,4.0959,428.123,5.63826391
1.87190602231,,,1.6130211,0.092,0.526051,1001.0,167.099,6.65,4435.39,0.749646,0.66,,4.6014,86.5783,2.46741991
5.58703768615,,,3.000777,0.1907,0.484959,948.0,134.155,15.8,5304.91,0.939285,0.93,0.2,4.4606,52.3044,4.10824994
9.60523206943,,,4.072321,0.1437,0.584782,952.0,136.86,17.6,5999.55,1.09414,1.162,,4.3265,136.419,4.38298108
4.11923678339,,,2.1826809,0.12365042,0.427607,657.79,44.2458,6.78,4201.93,0.632571,0.613891,,4.6537,74.7599,2.49549787
11.33727129656,,,2.8857877,0.11940452,0.500207,612.92,33.352,8.19,4683.75,0.768675,0.767,,4.5358,162.46,2.78943837
2.78301736297,,,1.81644,0.09162641,0.491948,696.39,55.5824,4.43,3891.86,0.562607,0.556454,,4.6355,86.7159,1.94225664
6.36861010462,,,6.4190878,0.04612507,0.324149,977.83,216.0619,23.5,4872.84,2.3895,,,3.6712,362.522,5.18536642
1.42378440907,,,1.7875652,0.07210459,0.472229,1405.35,921.8467,5.56,5315.91,0.848099,0.934,0.252,4.5126,116.086,2.21895097
7.00572708834,,,3.1364584,0.07668945,0.574816,923.5,171.8936,8.57,5597.99,0.971675,1.015,,4.4762,182.014,2.86356397
5.67395386982,,,2.8641894,0.06412779,0.418759,1029.33,265.3025,7.1,5755.41,1.00286,1.063,0.048,4.3731,231.311,2.56484195
4.30325528074,,,2.4191037,0.07107657,0.59593,1042.0,195.793,9.0,5842.06,1.0519,0.956,-0.1221,4.495,176.759,2.94892961
5.904370457,,,2.6272026,0.0351,0.468359,846.0,85.3357,2.95,4856.13,0.723757,0.8,,4.5718,76.7418,1.52898127
2.93602836512,,,2.2530649,0.679,0.247004,1147.0,288.087,38.7,5036.17,0.826247,0.85,0.2733,4.5829,251.245,6.96310517
