pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_imppar,pl_trandep,pl_trandur,st_teff,st_rad,st_mass,st_met,sy_dist
,0.95,14.1,200,,,,,,,,,,0.15,,6800
,2.07,3.97,14.93793513,,,,,,,,,,0.37,,6930
,,12.2,5720.911326,,,,,,,,,,0.9,,2700
,1.11,3.37,11.3,,,,,,,,,,0.23,,7900
,2.74,7.71,46,,,,,,,,,,0.43,,7490
,2.15,3.52,12.15,,,,,,,,,,0.51,,1840
,3.44,13,1141.003981,,,,,,,,,,0.75,,4250
,1.63,2.04,4.83,,,,,,,,,,0.18,,2000
,2.15,14,127.1313628,,,,,,,,,,0.48,,6530
,8.3,13,1200,,,,,,,,,,0.75,,5100
,0.48,14.1,190,,,,,,,,,,0.03,,7120
,100,,,,,500,,,,,7314,2.01446,1.5,,159.537
760,1.613,12,7532.571,,,,,,,,,,1.98,,
77.48,0.384,13.4,572.0911326,0,,683,,,,,6000,2.13,1.26,-0.013,852.793
511.21,,13.3,692.8694,0.16,,,,,,,4200,21.017414,1.37,-0.02,821.918
6.959,,12.3,101.7056,0.3,,,,,,,5780,0.99,1.01,0.023,872.92
5.118,,14,127.132,0.28,,,,,,,5725,0.89,0.96,0.03,914.221
4.087,,14.3,146.2018,0.15,,,,,,,6165,1.215821,1.14,-0.046,830.822
2.647298,0.0326,14.90797,258.07796,0.016,65.3,790,85.27,0.9948,2.13678825,1.23,3916,0.573,0.617,0,218.121
0.7668944,0.0143,13.506845,687.14846,0,3716.1785,1332,,0.8523,2.70112229,1.091,4600,0.697,0.696,-0.02,324.6986504
35.45533,0.201,9.157753,109.33352,0.13,9.242,435,89.16,0.81,0.989,3.59,5050,0.832,0.862,0.22,190.422
7.532806,0.0757,11.747032,66.10864,0,416,1257,88.9,0.2,0.46971753,5.85,5690,1.589,1.021,-0.03,446.442
4.119027,0.0549,12.800678,1538.2972,0.086,1096,1605,88.7,0.156,0.43,5.2224,5819,1.788,1.3,0.25,647.595
3.5357173,0.0403,4.976796,29.24036,0,191.782,1143,86.7,0.59,0.3116,2.24,5187,0.842,0.898,0.1,322.148
3.27623,0.0441,12.32987877,238.6891337,0,425,1146,,0.509,1.1304975,2.504,5600,0.954,0.995,0.15,786.485
4.84532,0.0523,14.57167491,211.9915475,0,480,1177,,0.807,,3.061,5550,1.213,1.002,0.35,898.168
3.24253,0.0391,13.89913607,242.820903,0,1160,1457,,0.688,0.80330221,3.391,5650,1.337,1.025,0.15,1040.28
3.05125,0.0448,13.56286665,129.9918185,0,845,1381,,0.183,0.94030926,3.601,5610,1.392,1.003,0.15,1096.19
4.511164,0.063,17.878355,235.1942,0,1085.35,1468,88.5,,1.117,4.651,6478,1.702,1.64,-0.06,356.391
54.18915,0.313,11.99360935,947.1286529,0.432,6.7645,688,88.4,0.846,0.3708,4.55,5980,1.78,1.47,0.15,382.898
1.5433897,0.0236,14.90794433,750.0750405,0,514.2853,1357,83.85,0.63,2.54656223,1.95,4660,0.86,0.72,-0.26,592.891
4.0764326,0.0504,14.20177855,194.8288135,0,815.7013,1327,89.12,0.134,1.30331862,3.919,6057,1.24,1.01,-0.26,1074.95
3.4678796,0.0479,13.60770257,165.2707716,0,391.83,1499,82.61,0.821,0.477,2.929,5820,1.64,1.26,0.27,683.062
2.823093,0.0388,11.46678726,203.0923521,0,,1101,89.34,0.113,,2.466,5321,0.86,0.91,0.12,521.233
4.5199279,0.049,14.88552637,92.80589484,0,523,1331,86.43,,,3.719,5550,1.16,0.96,0.2,1093.69
3.3704181,0.0446,15.64773706,188.4722454,0,1680,1783,86.2,,0.561,4.888,5700,1.77,1.07,0,942.122
1.6753728,0.023,16.58932,756.4354,,1000.5679,1434.44,89.56,0.05,2.68,2.3,5600,0.93,1.017,0.12,743.972
98.29838,0.408,10.40193409,305.1152707,0.294,172.857,500,89.483,0.777,1.0056,6.13,5455,0.913,0.94,-0.03,238.377
4.162734,0.064,18.04645893,355.9678158,0,643,1410,85.6,0.63,1.287,3.319,5710,1.7,0.96,0,497.376
3.31211,0.044,15.91675259,181.162192,0,1554,1750,86.9,0.29,,,5680,1.85,1.07,-0.03,837.457
2.827972,0.048,18.38272835,1153.717117,0,2620,1991,83.94,0.74,1.4846,2.62,7437,1.47,1.6,-0.11,437.855
43.12655,0.257,3.65,19.1,,,624,88.874,0.796,,5.255,6134,1.367,1.266,0.228,120.475
25.241192,0.16,10.9,152,0.192,9.8437,451,88.816,0.812,1.6102969,2.958,4717,0.753,0.789,0.085,183.078
1.3373508,0.019,3.18,20.6,0,886.9841,1650,82.5,0.35,0.12266761,1.8,5143,0.84,0.75,-0.28,280.555
3.3569866,0.0382,12.733424,72.78307,0,101.253,952,86.6,,2.624,2.21,4987,0.739,0.661,0.12,306.779
0.882059,0.01677,14.863134,425.57437,0,983.4246,1283.9,78.231,0.976,1.17554509,0.5759672,4730,0.754,0.767,0.11,308.262
2.4997,0.035,12.21781,295.5819,0.01,503,1345,86.9,,1.30270636,2.61,5241,0.98,0.89,0.24,428.976
4.43527,0.058,11.99363,921.707,0.06,729,1448,84.1,,0.641,2.05,6330,1.38,1.34,0.31,609.128
6987,5.35,12.6,2329.6,0.089,,,,,,,57000,,0.535,,515.818
2880,3.39,13.3,724.622,0.24,,,,,,,57000,,0.535,,515.818
3225,3.12,12.3,4497.2945,0.12,,,,,,,40000,0.188,0.419,,820.877
3160,3.3,13.3,730.978,0.15,,,,,,,32780,0.151,0.459,,544.024
8799,,12.8,1760.7782,0.15,,,,,,,32780,0.151,0.459,,544.024
,4.3,13.2,830,,,,,,,,,,0.63,,5800
,3.6,13,1200,,,55,,,,,,,0.46,,3200
,3.5,3.84,14.1,,,,,,,,,,0.69,,4100
3285,2.6,2.21,5.5,,,50,,,,,,,0.22,,6600
1788.5,2.3,14,231,,,82,,,,,,,0.51,,1510
4927.5,4.5,11.1,86,0.15,,59,64,,,,,,0.51,,1510
,2.17,14.3,144,,,,,,,,,,0.35,,4000
2557,2.59,10.7,80,,,,,,,,,,0.41,,2760
,2.8,4.72,20,,,,,,,,,,0.64,,5900
,15,8.74,57,,,,,,,,,,0.71,,8100
,1.7,12.9,1500,,,,,,,,,,0.37,,6800
,8,9.01,60,,,,,,,,,,0.41,,6100
,2.72,14.2,170,,,,,,,,,,0.26,,2570
,1.89,13.9,280,,,,,,,,,,0.211,,4380
,4,7.72,46.1,,,,,,,,,,1.06,,4019
,4.8,13.9,270,,,,,,,,,,1.06,,4019
,0.87,13.4,588,,,,,,,,,,0.022,,1760
,3.45,13.2,868,,,,,,,,,,0.44,,4970
,0.74,13.6,120,,,,,,,,,,0.34,,1300
,1.6,14.3,150,,,,,,,,,,0.29,,6700
,4.43,8.39,53.1,,,,,,,,,,0.4,,6320
,2.6,6.56,35,,,,,,,,,,0.57,,2600
,0.8,12.3,4100,,,,,,,,,,0.096,,3040
,3.6,11.6,92,,,,,,,,,,0.54,,3900
,0.702,1.16,1.66,,,,,,,,,,0.1127,,911
,0.39,12.5,3020,,,,,,,,,,0.29,,3220
,2.6,14.1,200,,,,,,,,,,0.46,,6300
,1.8,13.2,860,,,,,,,,,,0.33,,6900
,3.48,14.1,206.5884646,,,,,,,,,,0.9,,3500
,3.76,12.9,1382.55357,,,,,,,,,,0.69,,3680
,3.49,14.1,181.162192,,,,,,,,,,0.52,,7730
,4.53,13,1169.608538,,,,,,,,,,0.73,,2670
,1.5,8.59,55.3,,,,,,,,,,0.4,,6400
,1.7,11,83.7,,,,,,,,,,0.4,,6400
,1.887,13.8,295.8982469,,,,,,,,,,0.803,,7056
,0.73,14,230,,,,,,,,,,0.1,,8200
,1.6,13.1,1100,,,,,,,,,,0.3,,1200
,2.7,4.86,21,,,,,,,,,,0.38,,3300
,,10.4,76.27881768,,,,,,,,,,0.17,,3300
,2.07,13.2,807,,,,,,,,,,0.34,,4230
,2.62,4.42,17.9,,,,,,,,,,0.55,,6700
,0.85,14.3,138,,,,,,,,,,0.077,,7070
14200,10.1,1.09,1.32,,,,,,,,,,0.59,,4300
,5.4,13,1300,,,,,,,,,,0.13,,6500
,6.4,13,1330,,,,,,,,,,0.72,,3410
,1.7,14.3,140,,,,,,,,,,0.3,,3730
,2.13,14,225.658169,,,,,,,,,,0.46,,8120
1220,2.17,12.3,4253,0.42,,,41.2,,,,,,0.88,,6770
,1.16,1.11,1.43,,,,,,,,,,0.078,,3910
,3.4,13.9,250,,,,,,,,,,0.1,,
,0.43,12.4,3813.940884,,,,,,,,,,0.015,,3080
,2.5,13.6,120.7747947,,,,,,,,,,0.55,,5910
,1.88,13.2,823.1755741,,,,,,,,,,0.41,,6480
,3.913,1.62,3.269,,,,,,,,,,0.396,,4705
,3.79,10.3,75.8,,,,,,,,,,0.49,,7860
,2.424,14,127,,,,,,,,,,0.248,,5915
,3.5,14.2,130,,,,,,,,,,0.56,,5200
,5.75,4.08,15.6,,,,,,,,,,0.5,,7530
,1.8,2.95,9,,,,,,,,,,0.2,,5800
,4.06,14.2,160,,,,,,,,,,0.7,,3950
,1.14,13.5,514.8820193,,,,,,,,,,0.32,,6630
,3.92,12.8,1760,,,,,,,,,,0.55,,5670
,2.73,13.1,959.8417891,,,,,,,,,,0.45,,7250
,1.02,13.5,505,,,,,,,,,,0.211,,
,2.53,13,1207.747947,,,,,,,,,,0.46,,6030
,2.09,12.8,1875.187601,,,,,,,,,,0.63,,7690
,3.04,12.4,3585,,,,,,,,,,0.81,,3930
,1.18,1.94,4.43,,,,,,,,,,0.234,,860
,0.59,14,240,,,,,,,,,,0.045,,7490
,2.41,3.92,14.62010672,,,,,,,,,,0.45,,7290
,1.75,2.15,5.27,,,,,,,,,,0.38,,6400
,2.86,7.56,44.49597698,,,,,,,,,,0.69,,6540
,1.8,2.41,6.4,,,,,,,,,,0.1,,7700
,3,4.18,16.3,,,,,,,,,,0.63,,5600
,2.2,4.73,20.1,,,,,,,,,,0.47,,7000
,1.064,2.37,6.228,,,,,,,,,,0.195,,773
,2.72,12.3,101.7050902,,,,,,,,,,0.25,,7060
,0.97,3.81,13.93,,,,,,,,,,0.231,,5650
,0.63,1.82,3.96,,,,,,,,,,0.12,,7580
5480,5,12.9,1500,0,,,,,,,5912,,1,-0.24,3200
,1.28,10.9,82.63538582,,,,,,,,,,0.093,,4050
,1.75,13.9,282.8672822,,,,,,,,,,0.72,,6620
,3.59,13.6,425.8900654,,,,,,,,,,0.54,,6500
,2,2.41,6.4,,,,,,,,,,0.47,,6500
,1.8,13.5,570,,,,,,,,,,0.18,,7100
,0.8,13.2,890,,,,,,,,,,0.18,,7100
,4.06,13.9,289.2238504,,,,,,,,,,0.48,,5760
,3.23,4.41,17.79839079,,,,,,,,,,0.69,,5700
,1.54,2.83,8.4,,,,,,,,,,0.37,,7400
,1.68,9.32,63.5656814,,,,,,,,,,0.16,,1550
,4.51,14.1,210,,,,,,,,,,1.11,,2510
,1.21,13.8,301.9369867,,,,,,,,,,0.28,,5370
,3.3,14,240,,,,,,,,,,0.43,,6220
,1.36,13.8,308.2935548,,,,,,,,,,0.092,,7880
,2.8,12.9,1400,,,,,,,,,,0.42,,7600
,1.84,12.7,2262.938258,,,,,,,,,,0.91,,6370
,2.8,12.7,1976.892692,,,,,,,,,,0.59,,5830
,1.23,14.2,162.0924876,,,,,,,,,,0.27,,6980
,2.18,13.1,1036.120607,,,,,,,,,,0.42,,5830
,3.29,13.1,1090.151436,,,,,,,,,,0.92,,4400
,2.77,12.5,3248.20632,,,,,,,,,,0.92,,4400
,6.99,13.1,1061.546879,,,,,,,,,,0.66,,5630
,2.65,12.3,4513.163379,,,,,,,,,,0.8,,3630
,1.9,1.39,2.5,,,,,,,,,,0.5,,980
,3.4,1.38,2.48,,,,,,,,,,0.61,,6800
,5.19,13.5,555.246227,,,,,,,,,,0.545,,6070
,3.2,13.3,699.2224954,,,,,,,,,,0.57,,5900
,2.7,6.79,37.1,,,,,,,,,,0.68,,5600
,3.7,12.9,1385.731855,,,,,,,,,,0.71,,5120
3.101278,0.0434,14.011,197.046,0,,1702,90,0.28,1.21,3.072,5950,1.17,1.14,0.28,1344.97
4.0144463,0.0473,11.421971,174.799,0,,1019,88.3,0.35,1.687,2.6797,5040,0.83,0.82,0.19,1068.33
1.4324752,0.02289,12.251,400.449,0,528.4147,1342,87.8,0.4,2.103,2.0718518,4790,0.774,0.779,0.09,566.459
1.689868,0.03035,13.45,375.02,0.6,,2013,83.4,0.56,0.917,2.27424,6210,1.32,1.305,0.37,2012.62
3.9791,0.051,12.666,320.995,0,,1550,85.7,,1.04,,5924,1.14,1.14,0.37,2501.75
3.67724,0.051,15.244,327.351,0,,1686,87.2,,0.723,4.4112,6325,1.64,1.33,0.11,1515.26
1.2119189,0.02383,15.278,441.77,0,,2212,77.6,0.817,0.9168,2.2032,6050,1.363,1.228,0.25,282.8391387
2.4855335,0.0308,18.046,1430.175,,4135.4482,2034,79.8,,1.177,2.7385746,6933,1.53,1.52,-0.05,1627.63
7300000,243,12.3,4449.62,,,2175,,,,,2375,0.232692,0.016,,136.165592
43500,20.8,21.96960217,1017.050902,0.17,,1392,131,,,,4109,1.26,0.982,-0.11,113.064
,34.3,22.19378179,2383.713053,0.037,,1054,130.5,,,,4109,1.26,0.982,-0.11,113.064
138.317,0.652,6.18,169,0.0702,,481,90.05,,,,6407,1.734,1.528,0.21,1033.16
282.52542,0.833,9.33708092,87.08498352,0.215,1.2,295.1,89.898,0.297,0.8154,10.81,5734,0.949,0.966,0.017,343.863
3.1606296,0.03734,10.548,734.16,,,,88.06,0.459,,,4400,0.588,0.695,-0.03,747.959
10140,10.26,1.22,1.97,0.236,,,,,,,,,1.44,,504.9331206
25.262,0.19,0.338,0.02,0,,,50,,,,,,1.4,,600
66.5419,0.36,1.91,4.3,0.0186,,,53,,,,,,1.4,,600
98.2114,0.46,1.8,3.9,0.0264,,,47,,,,,,1.4,,600
,23,13.3,794.575,,,,,,,,,,1.35,,
0.090706293,0.0044,,382.8,0.06,,,,,,,4500,,1.4,,1200
0.322963997,0.0102,13.9,252.643067,0.0017,,,,,,,,,1.4,,230
44000,27,11.9,8581.366989,0.52,,,91.73,,,,5169,1.25646,1.36,,47.0648
4.4264,0.06,14.2,171.6282,0,,,,,,,6174,1.15,1.24,0.19,180.64
2.1461,0.03176,13.4,597.5204,0.011,,,,,,,5300,0.827,0.935,0.18,182.714
4850,5.5,12.6,2475.8957,0.71,,,,,,,5300,0.827,0.935,0.18,182.714
11.18465,0.04848,1.02,1.055,0,0.641,218,,,,,2900,0.141,0.1221,,1.30119
5.12338,0.02881,0.692,0.26,0,1.814,282,,,,,2900,0.141,0.1221,,1.30119
1.4200242,0.02332,12.811887,411.27202,0,382.328,1418,84.08,0.645,2.14,1.66104,5013,0.803,0.838,0.171,185.615
1.645321,0.0286,17.295487,233.92288,0,1816.48,1955,85.87,0.379,1.931,2.772,6124,1.254,1.156,0.016,559.068
1.33711647,0.02153,14.056,792.635,0,,1344,86.12,0.115,3.3335,1.809816,4645,0.776,0.743,0.02,181.374
2.5079204,0.03783,12.285064,1369.8473,0,1330,1681,86.8,0.35,0.789,3.1104,6007,1.272,1.145,-0.041,735.601
1.8053564,0.02803,12.722215,1938.763,0,614,1385,87.5,0.31,1.902,2.1384,5215,0.849,0.896,0.103,329.036
2.8792319,0.04127,12.408363,1373.0256,0,669,1415,88.74,0.18,1.126,2.9088,5747,1.076,1.128,0.377,367.658
3.506195,0.0423,11.903958,212.31044,0,174.9015,1006,86.01,0.878,1.8379436,1.5888,5052,0.722,0.822,-0.025,100.848
2.032046,0.0352,19.0553,597.5204,0,2886.2922,2053,89,0.08,1.22730057,3.5784,6387,1.564,1.409,0.276,705.981
3.71495,0.0474,14.403565,117.91493,0,698.148,1457,89.29,0.096,1.262,4.0272,5738,1.315,1.029,0.025,281.498
1.540731,0.0234,11.309881,378.2177,0,210.669,1134,89.23,0.097,2.731,1.8672,4309,0.696,0.719,0.252,213.771
,210,12.2,5085,0.83,,,,,,,3850,1.06627,0.87,0.14,136.65
,157,12.5,2860,0.58,,1975,,,,,3433,1.33658,1,,143.59
4343.5,5.3,13,1334.886,0,,,17.6,,,,3904,0.193119,0.44,,21.1916
9.8658,0.0496,1.11,1.4,0.116,1.38,301,,,,,3192,0.1967,0.168,-0.02,3.37454
5.0066338,0.0464,1.84,4.57,0.25,36.2,682,89.42,0.17,0.129,1.66,4041,0.569,0.577,-0.19,46.4488
,1100,14.01125,1906.98,,,,,,,,3965.42,0.562566,0.556419,,11.5094
10.77,0.05366,1.83,4,0.33,,,,,,,3071,0.2113,0.1774,-0.2,11.2103
0.71912603,0.00733,0.977,0.894,,15.54,553,89.44,0.124,0.5291,0.456,2800,0.123,0.1009,0.07,
,,12.3,4131.62,,,,,,,,3828.93,1.103075,,,112.3172158
1.796,0.03,12.666,3082.82,,,,,,0.6,,,1.45,1.1,,8500
4.2,0.055,9.079,1207.7,,,,,,0.5,,,1.18,1.24,,8500
10.79,0.0968,13.5,527.5978,,,,,,,,4620,1.17,1.04,-0.1992,121.402
,0.94,4.72,20,,,,,,,,5805,1.42487,0.586,,505
4.944590602,,2.82716337,8.38,,,,86.90564,0.516869,,3.5188411,5719.98,1.08102,1.06,,188.758
23.624,0.163,7.22979255,147.1545524,0.105,40.3,703,89.76,0.16,0.425,5.94,5844,1.016,1.035,0.156,189.875
1010,2,12.9,1554.18091,0.566,0.21,200,,310,,,5844,1.016,1.035,0.156,189.875
6.836019034,,2.45316949,6.59,,,,88.84021,0.437736,,2.2345072,5742.35,1.25423,0.9,-0.28,91.7884
2.095184663,,2.67899519,7.65,,,,86.70598,0.587297,,1.35875,4396.27,0.713832,0.641,,168.933
44.40523,0.274,10.92875618,346.4329636,0.127,,863,89.52,0.23,0.22,15.9,6410,2.136,1.406,-0.08,457.186
2.105104923,,2.70601108,7.78,,,,87.54484,0.424458,,1.5674012,4137.16,0.591697,0.581261,,132.33
7.969874713,,3.09467466,9.77,,,,88.18504,0.638127,,2.5223426,4739.58,0.724328,0.828,,226.463
6.729522621,,3.49015778,12,,,,88.61162,0.508909,,2.322794,4817.31,0.789834,0.76,,200.156
8.8557719,,2.24566738,5.67,,,,88.29234,0.435641,,4.199239,5683.87,1.07976,1.04,0.188,162.246
200.452,0.90281,11.25,942,0.0271,,,91.79,,,,6050,1.3842,1.2384,0.34,250.956
4.373181614,,2.80405322,8.27,,,,86.82269,0.682622,,2.151506,5405.59,0.84345,0.91,,178.137
5.05907,,14.03364384,177.9839079,0.506,,1379,,0.48,,4.351,5768,1.344,0.853,-0.39,1208.75
6.218604331,,3.64811843,12.9,,,,88.35928,0.547199,,2.2121116,5369.46,0.786574,0.929,,300.743
0.998178381,,2.00021315,4.66,,,,85.23412,0.500918,,1.1440808,4360.11,0.825257,0.652,0.0118,115.169
7.948049107,,2.92284949,8.87,,,,88.9679,0.408514,,2.5882759,4377.53,0.640675,0.638,,130.035
9.104868652,,2.14817673,5.26,,,,88.67499,0.556057,,2.5585481,4620.3,0.667193,0.76,,127.837
0.907204487,,1.52831855,2.95,,154.97,982.91,80.06934,0.810103,0.078019,0.9668435,3451.32,0.492584,0.490679,,50.2408
15.168865,0.1207,12.520453,617.22586,0.575,83.3856,974,87,0.9,0.78185476,2.0633315,5788,1.088,1.026,0.14,306.063
165.7719,0.641,13.29385111,1582.785467,0.9412,,,85.17,0.581,,,6166,1.397,1.271,0.09,324.448
21.61389,0.157,10.87271128,162.0924876,0.428,,845,89.77,0.106,0.599,9.2,6130,1.288,1.117,0.02,303.96
3.59159193,,2.43722231,6.51,,,,87.65911,0.478051,,2.1482521,4545.43,0.713599,0.69,,178.146
10.14385271,,3.09028272,9.75,,,,88.4348,0.555699,,3.4281866,4545.43,0.713599,0.69,,178.146
2.257196815,,4.79568155,20.6,,,,86.41999,0.359625,,2.9281998,5567.58,1.2084,1,,396.46
3.66003639,0.04922,17.26183028,201.50321,0.039,1804.5549,1775,84.55,0.556,0.785,4.74168,5993,1.863,1.187,0.054,505.703
8.48584502,,2.22686612,5.59,,,,88.75946,0.542556,,2.2696952,4572.94,0.68988,0.75,,121.222
10.45623257,,2.75029559,8,,283.9789,1147.1,88.81091,0.436952,0.07806368,3.516496,5271.39,0.997091,0.9,-0.09,182.104
76.8,0.369,11.2089807,1951.466419,0.448,,,89.59,,,,5951,1.06,1.13,0.2,285.584
155.3,0.591,12.6,2548.983824,0.254,,,90,,,,5951,1.06,1.13,0.2,285.584
3.400818229,,6.63777941,35.7,,,,84.38549,0.681224,,3.0772025,5328.97,0.943767,0.92,0.0959,395.574
9.756587618,,2.07692266,4.97,,,,88.31142,0.575168,,3.2516091,5201.93,0.920172,0.89,0.228,189.333
13.83460488,,3.47739942,11.9,,,,88.98178,0.47321,,3.6873543,5567.93,1.00188,1.05,,507.858
5.263756516,,2.77280763,8.11,,,,87.59684,0.512286,,2.945711,5703.36,0.952319,1.056,,288.893
3.477933685,,3.91982296,14.6,,,,87.2174,0.464173,,2.6276341,4694.84,0.809951,0.733,,149.12
7.94044635,,2.82626313,8.38,,,,88.60793,0.610354,,2.0599713,5098.6,0.818771,0.89,,241.105
2.961474487,,2.39024009,6.3,,,,86.89858,0.442666,,2.5830627,5731.86,0.959792,1.02,,387.609
4.21285367,0.0622,6.21,19.2,0.406,,,,0.704,,5.52,4900,3.13,1.17,0.09,555.546
3.31336981,,2.18869476,5.43,,,,86.67564,0.647831,,1.8494548,4375.52,0.664503,0.64,,165.638
4.855589848,,2.62701629,7.4,,,,87.4626,0.641866,,2.1393358,5046.63,0.741147,0.84,,286.415
2.747037558,,2.86009388,8.55,,,,88.01119,0.340547,,2.1270472,4434.81,0.726565,0.648,,114.558
16.24921,0.1291,12.18416202,1379.375286,0.6058,2.28,805.5,89.57,0.119,1.06,4.1506,5756,1.086,1.082,0.318,93.7345
4.03712712,,2.77230429,8.11,,,,88.37961,0.421411,,1.9926733,4540.37,0.729825,0.691,,136.191
3.685504,0.04641,3.51,12.1,0.04,,1250,88.2,,,2.76,5638,0.909,0.992,-0.081,217.011
6.210291,0.06572,5.63,27,0.013,,1050,87.79,,,3.04,5638,0.909,0.992,-0.081,217.011
3.823014215,,2.21526814,5.54,,,,87.34578,0.557321,,2.1217414,5224.36,0.961092,0.931,0.2428,246.6
11.10862603,,2.47771211,6.7,,,,88.63522,0.455969,,4.2066479,5408.25,0.850041,0.95,0.0292,235.655
1.44044527,0.02065,13.31626907,1017.050902,0.009,115.1312,872,84.35,0.825,4.71516469,1.195,3572,0.5299,0.563,0.323,90.5369
69.048,0.33,11.5004142,4049.133905,0.018,,517.2,,0.9,,,5757,1.15,1.01,0.14,253.385
2.839854343,,3.49391667,12,,,,86.91509,0.445081,,2.4833628,5520.79,0.874291,0.98,0.0985,294.857
10.22467975,,5.07802804,22.7,,,,88.26641,0.357172,,6.3976853,5692.29,1.73709,1.06,,151.624
3.521635296,,2.59125922,7.23,,,,88.31448,0.430484,,1.7374808,5090.09,0.820458,0.86,,249.203
7.548307651,,3.10879526,9.85,,,,87.65397,0.498286,,4.223389,5961.52,1.18439,1.16,,267.62
3.510259049,,5.69176189,27.5,,,,87.79345,0.42469,,2.4109865,4981.07,0.886956,0.83,,373.415
6.040864346,,2.4123612,6.4,,,,87.94298,0.480929,,3.1347908,5723.74,0.989724,1.07,,244.68
11.364929,0.106,10.8615023,409.998645,0.124,140.925,1110,87.32,0.718,0.447,3.6,6150,1.489,1.239,0.16,384.758
2.649094368,,1.81295951,3.94,,,,88.13323,0.380498,,1.6702651,3483.17,0.532473,0.529218,,73.5258
10.508843,0.08432,5.03,22.3,0.131,,635,88.97,,,4.1,3998,0.911,0.724,-0.08,122.386
2.470498,,1.45,4.04,0,575.597,1364,,0.24,0.02730272,2.3016,5475,0.92,0.91,0.03,52.62
3.779521255,,6.28499593,32.5,,466.528,1294,88.176,0.284019,0.2761,3.2904618,5664.68,1.17554,1.03,,184.015
9.139703,0.09103,2.87,16.9,0.18,246,1135,87.53,0.808,0.03584158,3.0912936,6146,1.264,1.204,0.14,129.804
35.806,0.2263,6.48,34.3,0.237,39.7,719,,,,,6146,1.264,1.204,0.14,129.804
15.5077855,,2.43432,6.5,,88.0718,853,,,0.0513,4.565,6122,1.17,1.14,,88.4343
4.11296,0.052,2.265,10.15,0.177,232,1077,85.913,0.861,0.0487,1.08,5328,0.84,0.94,0.14,82.1733
7.972,0.08,3.1,9.78,0.14,95,859,,,,,5328,0.84,0.94,0.14,82.1733
6.443868,0.06152,2.587,13.5,0.047,62.9,784,87.709,0.728,0.1067,1.98,4734,0.726,0.748,0.05,68.0726
12.226574,0.09429,2.651,2.5,0.088,26.8,634,88.455,0.753,0.12063693,2.37,4734,0.726,0.748,0.05,68.0726
0.6047328,0.01159,1.791,9.95,0,509.2,1323,84.67,0.4,0.10276833,1.0702171,3875,0.581,0.604,-0.08,61.4592
3.9652482,0.0272,1.2,10.7,,4.35,368,89.26,0.38,0.36807544,1.02,3065,0.2019,0.1667,-0.09,25.559
10.86818411,,3.05823658,9.58,,20.7383,594,88.95536,0.497938,0.1553,2.8568849,4678.46,0.755833,0.74,,79.5225
4.0782387,0.0561,14.57167491,1064.725163,0.025,532,1728,88.63,0.154,0.6046696,4.8475616,6311,1.81,1.35,-0.1,281.314
2.22816,0.033,2.46,8.9,0,928,1538,88.2,0.17,0.063,2.015,5635,1.05,0.97,0.136,167.598
4.579,0.0534,2.91,8.78,0,355,1210,,,,,5635,1.05,0.97,0.136,167.598
8.665,0.0817,3.27,10.71,0,152,978,,,,,5635,1.05,0.97,0.136,167.598
4.074554,0.0453,3.66,19.8,0.052162,78.1,825,87.49,-0.518,0.2650095,1.8373729,4360,0.697,0.745,0.11,58.2609
8.3501898,0.0731,13,336,0.0398,30,650,87.61,-0.941,1.668,2.02,4360,0.697,0.745,0.11,58.2609
8.0277327,0.0815,9.91994792,58.79825529,0.062,310,1171,89.3,0.176,0.5705,4.4616,6320,1.202,1.119,-0.039,114.048
4.1727,0.05106,1.9,3.5,0.027,,1216,86.4,0.705,,2.07,5770,0.968,1.022,0.07,84.5362
6.2574,0.0669,2.879,6.32,0.11,232.392,1062,88.8,0.15,0.0813,3.4880319,5770,0.968,1.022,0.07,84.5362
12.5199,0.1062,4.627,8.35,0.042,626.362,843,89.2,0.24,0.232,4.1313918,5770,0.968,1.022,0.07,84.5362
18.801,0.14,2.639,6.07,0.0425,48.4771,737,89.2,0.37,0.04706732,4.4632032,5770,0.968,1.022,0.07,84.5362
26.321,0.174,3.73591482,9.7,0.001,26.4328,658,89.3,0.42,0.08,5.1779232,5770,0.968,1.022,0.07,84.5362
39.545,0.229,2.53,5.6,0.04,,574,89.5,0.31,,5.8,5770,0.968,1.022,0.07,84.5362
7.06466,0.0696,9.19,27.4,0.023,132,868,87.228,0.771,0.8268,2.586,5350,0.934,0.911,0.139,132.353
8.953487683,0.07994,2.562,32,0,52.02,713.83,,0.382466,0.1136,3.0631,5030,0.76,0.85,-0.002,94.6375
9.686760378,0.080799,3.072,10,0,36.97,638.18,89.20777,0.494562,0.1669,2.749,4738,0.73,0.75,0.067,72.0238
2.103189,0.0364,17.02644168,374.7196919,0.011,14140,1942.12,87,0.329214,0.7142,4.1218716,6054,1.961,1.467,0.38,302.819
5.748433803,0.056027,2.39,6.8,0,57.54,715.47,89.00938,0.690501,0.1041,1.8879,4534,0.69,0.71,0.017,58.5946
2.3106446,0.034,8.71664516,120,0,203.685,1264.29,83.98,0.828766,0.6717,1.6276453,5394,0.9608,0.9835,0.348,149.667
3.671463,0.04988,10.5140239,75.96098927,0.03,324.114,1486,,0.849,0.434,2.149,5710,1.45,1.23,0.44,248.427
