lambda,mean_cv_mse,std_cv_mse,mean_cv_r2
0.001,0.004643630287994448,0.0011054609066715635,0.6781269247753481
0.01,0.00464325995848188,0.001106187267485749,0.6781561106205779
0.1,0.004641777922212712,0.0011136539906399139,0.6782917501919266
